Object Type,Title,Item ARK,Parent ARK,Local identifier,File Name,Item Sequence,Thumbnail,Visibility,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Name.creator,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject geographic,Subject temporal,viewingHint,Name.director,Name.editor,Subject,Contributer.ChiefEditor,IIIF Manifest URL
Work,1951-02-11 (vol. 01 | no. 52),ark:/21198/z1tn04z3,ark:/21198/z1710v9s,ihc_ultimahora_19510211,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc5w84,open,,,"Redacción y Administractión: Reina 161, altos|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Text is faded/blurry throughout.",11 de febrero de 1951|~|1951-02-11,1951-02-11,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tn04z3/manifest
Work,1951-02-12 (vol. 01 | no. 54),ark:/21198/z1pv9d77,ark:/21198/z1710v9s,ihc_ultimahora_19510212,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15b2w9f,open,,,"Redacción y Administractión: Reina 161, altos|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Text is faded/blurry throughout. Issue no. seems to be ""no. 54"" rather than ""53"" therefore this is a probable typo.",12 de febrero de 1951|~|1951-02-12,1951-02-12,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pv9d77/manifest
Work,1951-02-14 (vol. 01 | no. 55),ark:/21198/z1k67bx4,ark:/21198/z1710v9s,ihc_ultimahora_19510214,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nc8v4r,open,,,"Redacción y Administractión: Reina 161, altos|~|Horizontal creases on pages. There are checkmarks and scribbles outlining certain sections of the text in pen/marker. Text is faded/blurry throughout.",14 de febrero de 1951|~|1951-02-14,1951-02-14,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k67bx4/manifest
Work,1951-02-15 (vol. 01 | no. 56),ark:/21198/z1ff6m6t,ark:/21198/z1710v9s,ihc_ultimahora_19510215,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14b5v6h,open,,,"Redacción y Administractión: Reina 161, altos|~|Horizontal creases on pages. Text is faded/blurry throughout.",15 de febrero de 1951|~|1951-02-15,1951-02-15,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ff6m6t/manifest
Work,1951-02-16 (vol. 01 | no. 57),ark:/21198/z19p5vfn,ark:/21198/z1710v9s,ihc_ultimahora_19510216,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1md1sz2,open,,,"Redacción y Administractión: Reina 161, altos|~|Horizontal creases on pages. There are checkmarks and scribbles outlining certain sections of the text in pen/marker.  Streaks of ink accross a few pages. Text is faded/blurry throughout.",16 de febrero de 1951|~|1951-02-16,1951-02-16,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19p5vfn/manifest
Work,1951-02-17 (vol. 01 | no. 58),ark:/21198/z15x53q9,ark:/21198/z1710v9s,ihc_ultimahora_19510217,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f7hhw,open,,,"Redacción y Administractión: Reina 161, altos|~|Horizontal creases on pages. There are checkmarks and scribbles outlining certain sections of the text in pen/marker. Text is faded/blurry throughout.",17 de febrero de 1951|~|1951-02-17,1951-02-17,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15x53q9/manifest
Work,1951-02-18 (vol. 01 | no. 59),ark:/21198/z1254c1r,ark:/21198/z1710v9s,ihc_ultimahora_19510218,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kd4rtp,open,,,"Redacción y Administractión: Reina 161, altos|~|Horizontal creases on pages. There are checkmarks and scribbles outlining certain sections of the text in pen/marker.  Streaks of ink accross a few pages. Text is faded/blurry throughout.",18 de febrero de 1951|~|1951-02-18,1951-02-18,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1254c1r/manifest
Work,1951-02-20 (vol. 01 | no. 60),ark:/21198/z1xd3vhm,ark:/21198/z1710v9s,ihc_ultimahora_19510220,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12g0gc2,open,,,"Redacción y Administractión: Reina 161, altos|~|Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Text is faded/blurry throughout.",20 de febrero de 1951|~|1951-02-20,1951-02-20,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xd3vhm/manifest
Work,1951-02-21 (vol. 01 | no. 61),ark:/21198/z1sn33v5,ark:/21198/z1710v9s,ihc_ultimahora_19510221,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd7qnv,open,,,"Redacción y Administractión: Reina 161, altos|~|Horizontal creases on pages. There are checkmarks and scribbles outlining certain sections of the text in pen/marker. Text is faded/blurry throughout.",21 de febrero de 1951|~|1951-02-21,1951-02-21,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sn33v5/manifest
Work,1951-02-22 (vol. 01 | no. 62),ark:/21198/z1p012gk,ark:/21198/z1710v9s,ihc_ultimahora_19510222,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11g3f5s,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks and scribbles outlining certain sections of the text in pen/marker. Text is faded/blurry throughout.,22 de febrero de 1951|~|1951-02-22,1951-02-22,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p012gk/manifest
Work,1951-02-23 (vol. 01 | no. 63),ark:/21198/z1j709rv,ark:/21198/z1710v9s,ihc_ultimahora_19510223,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hf0pkx,open,,,Redacción y Administractión: Cienfuegos 72|~|Visible tears on top and bottom edges of pages.  Horizontal creases on pages. Text is faded/blurry throughout.,23 de febrero de 1951|~|1951-02-23,1951-02-23,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j709rv/manifest
Work,1951-02-25 (vol. 01 | no. 64),ark:/21198/z1df9k0j,ark:/21198/z1710v9s,ihc_ultimahora_19510225,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10g6d2v,open,,,Redacción y Administractión: Cienfuegos 72|~|Visible tears on top and bottom edges of pages. Horizontal creases on pages. There are checkmarks and scribbles outlining certain sections of the text in pen/marker. Text is faded/blurry throughout.,25 de febrero de 1951|~|1951-02-25,1951-02-25,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1df9k0j/manifest
Work,1951-02-27 (vol. 01 | no. 65),ark:/21198/z18p8t98,ark:/21198/z1710v9s,ihc_ultimahora_19510227,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gj2bvv,open,,,Redacción y Administractión: Cienfuegos 72|~|Visble tears and sections missing throughout. Horizontal creases on pages. There are checkmarks next to certain sections of the text in pen/marker. Text is faded/blurry throughout.,27 de febrero de 1951|~|1951-02-27,1951-02-27,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18p8t98/manifest
Work,1951-02-28 (vol. 01 | no. 66),ark:/21198/z14x82kx,ark:/21198/z1710v9s,ihc_ultimahora_19510228,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg9m3m,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Tears on edges of pages. There are checkmarks and scribbles outlining certain sections of the text in pen/marker. Text is faded/blurry throughout.,28 de febrero de 1951|~|1951-02-28,1951-02-28,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14x82kx/manifest
Work,1951-03-01 (vol. 01 | no. 67),ark:/21198/z11579wz,ark:/21198/z1710v9s,ihc_ultimahora_19510301,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj59qg,open,,,Redacción y Administractión: Cienfuegos 72|~|Visible tears on edges of pages. Streaks of ink accross a few pages. Text is faded/blurry throughout.,1ro. de marzo de 1951|~|1951-03-01,1951-03-01,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11579wz/manifest
Work,1951-03-02 (vol. 01 | no. 68),ark:/21198/z1wd6tdp,ark:/21198/z1710v9s,ihc_ultimahora_19510302,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xh2k07,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks and scribbles outlining certain sections of the text in pen/marker. Text is faded/blurry throughout.,2 de marzo de 1951|~|1951-03-02,1951-03-02,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wd6tdp/manifest
Work,1951-03-03 (vol. 01 | no. 69),ark:/21198/z1rr4s27,ark:/21198/z1710v9s,ihc_ultimahora_19510303,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dj88k3,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to sections of the text in pen/marker. Text is faded/blurry throughout.,3 de marzo de 1951|~|1951-03-03,1951-03-03,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rr4s27/manifest
Work,1951-03-04 (vol. 01 | no. 70),ark:/21198/z1n041d3,ark:/21198/z1710v9s,ihc_ultimahora_19510304,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wh5hxb,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Text is faded/blurry throughout.,4 de marzo de 1951|~|1951-03-04,1951-03-04,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1n041d3/manifest
Work,1951-03-05 (vol. 01 | no. 71),ark:/21198/z1h738mg,ark:/21198/z1710v9s,ihc_ultimahora_19510305,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ck17bx,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Text is faded/blurry throughout.,5 de marzo de 1951|~|1951-03-05,1951-03-05,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h738mg/manifest
Work,1951-03-07 (vol. 01 | no. 72),ark:/21198/z1cg2hx6,ark:/21198/z1710v9s,ihc_ultimahora_19510307,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vm764s,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to sections of the text in pen/marker. Text is faded/blurry throughout.,7 de marzo de 1951|~|1951-03-07,1951-03-07,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cg2hx6/manifest
Work,1951-03-09 (vol. 01 | no. 74),ark:/21198/z17q1s8s,ark:/21198/z1710v9s,ihc_ultimahora_19510309,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bk4653,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. There are checkmarks next to sections of the text in pen/marker. Text is faded/blurry throughout.,9 de marzo de 1951|~|1951-03-09,1951-03-09,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17q1s8s/manifest
Work,1951-03-10 (vol. 01 | no. 75),ark:/21198/z13z11jf,ark:/21198/z1710v9s,ihc_ultimahora_19510310,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tn052v,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Text is faded/blurry throughout.,10 de marzo de 1951|~|1951-03-10,1951-03-10,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13z11jf/manifest
Work,1951-03-11 (vol. 01 | no. 76),ark:/21198/z108904v,ark:/21198/z1710v9s,ihc_ultimahora_19510311,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19k755h,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Text is faded/blurry throughout.,11 de marzo 1951|~|1951-03-11,1951-03-11,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz108904v/manifest
Work,1951-03-13 (vol. 01 | no. 77),ark:/21198/z1vh8gq2,ark:/21198/z1710v9s,ihc_ultimahora_19510313,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sn33x2,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Text is faded/blurry throughout.,13 de marzo 1951|~|1951-03-13,1951-03-13,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vh8gq2/manifest
Work,1951-03-14 (vol. 01 | no. 78),ark:/21198/z1qr7r0r,ark:/21198/z1710v9s,ihc_ultimahora_19510314,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18p8tc5,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages.  Text is faded/blurry throughout.,14 de marzo 1951|~|1951-03-14,1951-03-14,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qr7r0r/manifest
Work,1951-03-15 (vol. 01 | no. 79),ark:/21198/z1m0708q,ark:/21198/z1710v9s,ihc_ultimahora_19510315,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rn62r7,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Text is faded/blurry throughout.,15 de marzo de 1951|~|1951-03-15,1951-03-15,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1m0708q/manifest
Work,1951-03-16 (vol. 01 | no. 80),ark:/21198/z1g767j0,ark:/21198/z1710v9s,ihc_ultimahora_19510316,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17q1sc4,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages.,16 de marzo de 1951|~|1951-03-16,1951-03-16,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",Talleres Universal Gráfica S.A.,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1g767j0/manifest
Work,1951-03-17 (vol. 01 | no. 81),ark:/21198/z1bg5gvq,ark:/21198/z1710v9s,ihc_ultimahora_19510317,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qn91n9,open,,,Redacción y Administractión: Cienfuegos 72|~|Horizontal creases on pages. Text is faded/blurry throughout.,17 de marzo de 1951|~|1951-03-17,1951-03-17,,,,,4 pages,,newspapers,spa,,,,Havana (Cuba),,Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,paged,"Velis López, Julio",,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bg5gvq/manifest
